Id,CreditPrice,CoinPrice,ItemNameCode,ItemDescCode,ProductType,ContractType,ContractValue,TemplateString
5001,5000,0,,,0,1,45000,5550002
5002,9000,0,,,0,1,45000,5550003
5003,9000,0,,,0,1,45000,5550004
5004,16500,0,,,0,1,45000,5550006
5005,23500,0,,,0,1,45000,5550012
5006,46000,0,,,0,1,60000,5550007
5007,53500,0,,,0,1,60000,5550005
5008,45000,0,,,0,1,60000,5550008
5009,58000,0,,,0,1,65000,5550015
5010,58000,0,,,0,1,65000,5550016
5011,58000,0,,,0,1,65000,5550017
5012,58000,0,,,0,1,65000,5550014
5014,58000,0,,,0,1,65000,5550018
5015,58000,0,,,0,1,65000,5550019
5016,58000,0,,,0,1,65000,5550020
5017,58000,0,,,0,1,65000,5550021
5018,58000,0,,,0,1,65000,5550022
5019,58000,0,,,0,1,65000,5550023
5020,76000,0,,,0,1,65000,5550024
5021,76000,0,,,0,1,65000,5550025
5022,76000,0,,,0,1,65000,5550026
